State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,,,,,,,,,,,,,,,,,,
19,57,IA,Des Moines County,"5,014","4,026","6,002",13.2,10.6,15.8,,,,,,,,,,,,,,,,,,
19,59,IA,Dickinson County,"1,333","1,062","1,604",7.5,6,9,,,,,,,,,,,,,,,,,,
19,61,IA,Dubuque County,"7,743","6,293","9,193",8.1,6.6,9.6,,,,,,,,,,,,,,,,,,
19,63,IA,Emmet County,"1,026",802,"1,250",11.5,9,14,,,,,,,,,,,,,,,,,,
19,65,IA,Fayette County,"2,185","1,718","2,652",11.8,9.3,14.3,,,,,,,,,,,,,,,,,,
19,67,IA,Floyd County,"1,719","1,350","2,088",11.3,8.9,13.7,,,,,,,,,,,,,,,,,,
19,69,IA,Franklin County,987,751,"1,223",10.1,7.7,12.5,,,,,,,,,,,,,,,,,,
19,71,IA,Fremont County,681,521,841,10.5,8,13,,,,,,,,,,,,,,,,,,
19,73,IA,Greene County,977,777,"1,177",11.3,9,13.6,,,,,,,,,,,,,,,,,,
19,75,IA,Grundy County,762,595,929,6.3,4.9,7.7,,,,,,,,,,,,,,,,,,
19,77,IA,Guthrie County,"1,024",820,"1,228",9.8,7.8,11.8,,,,,,,,,,,,,,,,,,
19,79,IA,Hamilton County,"1,221",933,"1,509",8.3,6.3,10.3,,,,,,,,,,,,,,,,,,
19,81,IA,Hancock County,914,725,"1,103",8.7,6.9,10.5,,,,,,,,,,,,,,,,,,
19,83,IA,Hardin County,"1,551","1,196","1,906",9.7,7.5,11.9,,,,,,,,,,,,,,,,,,
19,85,IA,Harrison County,"1,491","1,192","1,790",10.4,8.3,12.5,,,,,,,,,,,,,,,,,,
19,87,IA,Henry County,"2,296","1,804","2,788",12.2,9.6,14.8,,,,,,,,,,,,,,,,,,
19,89,IA,Howard County,923,712,"1,134",9.9,7.6,12.2,,,,,,,,,,,,,,,,,,
19,91,IA,Humboldt County,954,761,"1,147",10,8,12,,,,,,,,,,,,,,,,,,
19,93,IA,Ida County,735,598,872,10.7,8.7,12.7,,,,,,,,,,,,,,,,,,
19,95,IA,Iowa County,"1,248","1,018","1,478",7.7,6.3,9.1,,,,,,,,,,,,,,,,,,
19,97,IA,Jackson County,"2,266","1,864","2,668",11.8,9.7,13.9,,,,,,,,,,,,,,,,,,
19,99,IA,Jasper County,"3,345","2,661","4,029",9.3,7.4,11.2,,,,,,,,,,,,,,,,,,
19,101,IA,Jefferson County,"1,943","1,495","2,391",13.5,10.4,16.6,,,,,,,,,,,,,,,,,,
19,103,IA,Johnson County,"21,477","19,316","23,638",14.7,13.2,16.2,,,,,,,,,,,,,,,,,,
19,105,IA,Jones County,"2,057","1,613","2,501",10.5,8.2,12.8,,,,,,,,,,,,,,,,,,
19,107,IA,Keokuk County,"1,099",858,"1,340",11.2,8.7,13.7,,,,,,,,,,,,,,,,,,
19,109,IA,Kossuth County,"1,507","1,187","1,827",10.5,8.3,12.7,,,,,,,,,,,,,,,,,,
19,111,IA,Lee County,"4,511","3,661","5,361",14.1,11.4,16.8,,,,,,,,,,,,,,,,,,
19,113,IA,Linn County,"21,754","18,484","25,024",9.7,8.2,11.2,,,,,,,,,,,,,,,,,,
19,115,IA,Louisa County,"1,183",942,"1,424",11.1,8.8,13.4,,,,,,,,,,,,,,,,,,
19,117,IA,Lucas County,"1,111",848,"1,374",12.9,9.8,16,,,,,,,,,,,,,,,,,,
19,119,IA,Lyon County,812,620,"1,004",6.9,5.3,8.5,,,,,,,,,,,,,,,,,,
19,121,IA,Madison County,"1,228",974,"1,482",7.4,5.9,8.9,,,,,,,,,,,,,,,,,,
19,123,IA,Mahaska County,"2,640","2,150","3,130",12.5,10.2,14.8,,,,,,,,,,,,,,,,,,
19,125,IA,Marion County,"2,751","2,186","3,316",8.6,6.8,10.4,,,,,,,,,,,,,,,,,,
19,127,IA,Marshall County,"4,463","3,564","5,362",11.6,9.3,13.9,,,,,,,,,,,,,,,,,,
19,129,IA,Mills County,"1,198",926,"1,470",8.5,6.6,10.4,,,,,,,,,,,,,,,,,,
19,131,IA,Mitchell County,909,688,"1,130",8.8,6.7,10.9,,,,,,,,,,,,,,,,,,
19,133,IA,Monona County,"1,016",797,"1,235",12.1,9.5,14.7,,,,,,,,,,,,,,,,,,
19,135,IA,Monroe County,786,599,973,10.5,8,13,,,,,,,,,,,,,,,,,,
19,137,IA,Montgomery County,"1,179",911,"1,447",11.7,9.1,14.3,,,,,,,,,,,,,,,,,,
19,139,IA,Muscatine County,"4,666","3,844","5,488",11.1,9.1,13.1,,,,,,,,,,,,,,,,,,
19,141,IA,O'Brien County,"1,406","1,150","1,662",10.2,8.3,12.1,,,,,,,,,,,,,,,,,,
19,143,IA,Osceola County,542,417,667,9,6.9,11.1,,,,,,,,,,,,,,,,,,
19,145,IA,Page County,"2,219","1,794","2,644",16.2,13.1,19.3,,,,,,,,,,,,,,,,,,
19,147,IA,Palo Alto County,"1,024",815,"1,233",11.8,9.4,14.2,,,,,,,,,,,,,,,,,,
19,149,IA,Plymouth County,"1,832","1,426","2,238",7.2,5.6,8.8,,,,,,,,,,,,,,,,,,
19,151,IA,Pocahontas County,702,530,874,10.1,7.6,12.6,,,,,,,,,,,,,,,,,,
19,153,IA,Polk County,"49,300","43,305","55,295",10.1,8.9,11.3,,,,,,,,,,,,,,,,,,
19,155,IA,Pottawattamie County,"11,207","9,521","12,893",12.3,10.5,14.1,,,,,,,,,,,,,,,,,,
19,157,IA,Poweshiek County,"2,145","1,776","2,514",12.6,10.4,14.8,,,,,,,,,,,,,,,,,,
19,159,IA,Ringgold County,597,449,745,13.3,10,16.6,,,,,,,,,,,,,,,,,,
19,161,IA,Sac County,958,732,"1,184",10,7.6,12.4,,,,,,,,,,,,,,,,,,
19,163,IA,Scott County,"22,074","19,359","24,789",12.9,11.3,14.5,,,,,,,,,,,,,,,,,,
19,165,IA,Shelby County,921,698,"1,144",8,6.1,9.9,,,,,,,,,,,,,,,,,,
19,167,IA,Sioux County,"2,212","1,736","2,688",6.6,5.2,8,,,,,,,,,,,,,,,,,,
19,169,IA,Story County,"15,885","14,537","17,233",17.9,16.4,19.4,,,,,,,,,,,,,,,,,,
19,171,IA,Tama County,"2,136","1,765","2,507",12.9,10.7,15.1,,,,,,,,,,,,,,,,,,
19,173,IA,Taylor County,743,579,907,12.8,10,15.6,,,,,,,,,,,,,,,,,,
19,175,IA,Union County,"1,497","1,167","1,827",12.8,10,15.6,,,,,,,,,,,,,,,,,,
19,177,IA,Van Buren County,917,706,"1,128",12.7,9.8,15.6,,,,,,,,,,,,,,,,,,
19,179,IA,Wapello County,"5,308","4,383","6,233",15.5,12.8,18.2,,,,,,,,,,,,,,,,,,
19,181,IA,Warren County,"2,827","2,189","3,465",5.4,4.2,6.6,,,,,,,,,,,,,,,,,,
19,183,IA,Washington County,"1,928","1,518","2,338",8.7,6.8,10.6,,,,,,,,,,,,,,,,,,
19,185,IA,Wayne County,861,661,"1,061",13.4,10.3,16.5,,,,,,,,,,,,,,,,,,
19,187,IA,Webster County,"5,102","4,184","6,020",14.8,12.1,17.5,,,,,,,,,,,,,,,,,,
19,189,IA,Winnebago County,"1,067",851,"1,283",10.5,8.4,12.6,,,,,,,,,,,,,,,,,,
19,191,IA,Winneshiek County,"1,565","1,200","1,930",8.7,6.7,10.7,,,,,,,,,,,,,,,,,,
19,193,IA,Woodbury County,"15,992","14,089","17,895",15.5,13.7,17.3,,,,,,,,,,,,,,,,,,
19,195,IA,Worth County,712,560,864,9.8,7.7,11.9,,,,,,,,,,,,,,,,,,
19,197,IA,Wright County,"1,325","1,032","1,618",10.5,8.2,12.8,,,,,,,,,,,,,,,,,,
20,0,KS,Kansas,"332,457","322,234","342,680",11.6,11.2,12,,,,,,,,,,,,,,,,,,
20,1,KS,Allen County,"1,941","1,528","2,354",16.1,12.7,19.5,,,,,,,,,,,,,,,,,,
20,3,KS,Anderson County,931,713,"1,149",12.1,9.3,14.9,,,,,,,,,,,,,,,,,,
20,5,KS,Atchison County,"2,211","1,746","2,676",14.7,11.6,17.8,,,,,,,,,,,,,,,,,,
20,7,KS,Barber County,438,334,542,10.8,8.2,13.4,,,,,,,,,,,,,,,,,,
20,9,KS,Barton County,"3,482","2,878","4,086",14.2,11.7,16.7,,,,,,,,,,,,,,,,,,
20,11,KS,Bourbon County,"2,113","1,609","2,617",15.2,11.6,18.8,,,,,,,,,,,,,,,,,,
20,13,KS,Brown County,"1,311","1,049","1,573",14,11.2,16.8,,,,,,,,,,,,,,,,,,
20,15,KS,Butler County,"6,309","5,146","7,472",9.6,7.8,11.4,,,,,,,,,,,,,,,,,,
20,17,KS,Chase County,268,205,331,10.9,8.3,13.5,,,,,,,,,,,,,,,,,,
20,19,KS,Chautauqua County,512,398,626,15.5,12.1,18.9,,,,,,,,,,,,,,,,,,
20,21,KS,Cherokee County,"2,808","2,189","3,427",14.9,11.6,18.2,,,,,,,,,,,,,,,,,,
20,23,KS,Cheyenne County,355,286,424,13.8,11.1,16.5,,,,,,,,,,,,,,,,,,
20,25,KS,Clark County,218,164,272,11.4,8.6,14.2,,,,,,,,,,,,,,,,,,
20,27,KS,Clay County,772,592,952,9.7,7.4,12,,,,,,,,,,,,,,,,,,
20,29,KS,Cloud County,"1,127",874,"1,380",13.3,10.3,16.3,,,,,,,,,,,,,,,,,,
20,31,KS,Coffey County,760,589,931,9.3,7.2,11.4,,,,,,,,,,,,,,,,,,
20,33,KS,Comanche County,160,120,200,10,7.5,12.5,,,,,,,,,,,,,,,,,,
20,35,KS,Cowley County,"4,534","3,650","5,418",13.9,11.2,16.6,,,,,,,,,,,,,,,,,,
20,37,KS,Crawford County,"7,956","6,846","9,066",21.3,18.3,24.3,,,,,,,,,,,,,,,,,,
20,39,KS,Decatur County,327,247,407,12.3,9.3,15.3,,,,,,,,,,,,,,,,,,
20,41,KS,Dickinson County,"1,799","1,440","2,158",9.9,7.9,11.9,,,,,,,,,,,,,,,,,,
20,43,KS,Doniphan County,891,701,"1,081",12.7,10,15.4,,,,,,,,,,,,,,,,,,
20,45,KS,Douglas County,"17,644","15,618","19,670",15.9,14.1,17.7,,,,,,,,,,,,,,,,,,
20,47,KS,Edwards County,334,262,406,12,9.4,14.6,,,,,,,,,,,,,,,,,,
20,49,KS,Elk County,390,299,481,16.2,12.4,20,,,,,,,,,,,,,,,,,,
20,51,KS,Ellis County,"3,480","2,837","4,123",12.5,10.2,14.8,,,,,,,,,,,,,,,,,,
20,53,KS,Ellsworth County,574,443,705,10.7,8.2,13.2,,,,,,,,,,,,,,,,,,
20,55,KS,Finney County,"4,662","3,725","5,599",12.5,10,15,,,,,,,,,,,,,,,,,,
20,57,KS,Ford County,"3,861","3,013","4,709",11.6,9.1,14.1,,,,,,,,,,,,,,,,,,
20,59,KS,Franklin County,"2,631","2,132","3,130",10.3,8.3,12.3,,,,,,,,,,,,,,,,,,
20,61,KS,Geary County,"4,356","3,632","5,080",12.5,10.4,14.6,,,,,,,,,,,,,,,,,,
20,63,KS,Gove County,264,201,327,9.8,7.5,12.1,,,,,,,,,,,,,,,,,,
20,65,KS,Graham County,295,227,363,12.4,9.5,15.3,,,,,,,,,,,,,,,,,,
20,67,KS,Grant County,813,626,"1,000",11.2,8.6,13.8,,,,,,,,,,,,,,,,,,
20,69,KS,Gray County,417,318,516,7.5,5.7,9.3,,,,,,,,,,,,,,,,,,
20,71,KS,Greeley County,122,93,151,9.5,7.2,11.8,,,,,,,,,,,,,,,,,,
20,73,KS,Greenwood County,894,699,"1,089",15.3,12,18.6,,,,,,,,,,,,,,,,,,
20,75,KS,Hamilton County,294,224,364,11.9,9.1,14.7,,,,,,,,,,,,,,,,,,
20,77,KS,Harper County,848,690,"1,006",16.3,13.3,19.3,,,,,,,,,,,,,,,,,,
20,79,KS,Harvey County,"3,123","2,504","3,742",9.6,7.7,11.5,,,,,,,,,,,,,,,,,,
20,81,KS,Haskell County,344,259,429,9.5,7.2,11.8,,,,,,,,,,,,,,,,,,
20,83,KS,Hodgeman County,163,124,202,9.6,7.3,11.9,,,,,,,,,,,,,,,,,,
20,85,KS,Jackson County,"1,216",932,"1,500",9.3,7.1,11.5,,,,,,,,,,,,,,,,,,
20,87,KS,Jefferson County,"1,451","1,120","1,782",8,6.2,9.8,,,,,,,,,,,,,,,,,,
20,89,KS,Jewell County,384,298,470,13.2,10.2,16.2,,,,,,,,,,,,,,,,,,
20,91,KS,Johnson County,"36,111","32,379","39,843",5.9,5.3,6.5,,,,,,,,,,,,,,,,,,
20,93,KS,Kearny County,394,297,491,10.4,7.9,12.9,,,,,,,,,,,,,,,,,,
20,95,KS,Kingman County,840,654,"1,026",11.7,9.1,14.3,,,,,,,,,,,,,,,,,,
20,97,KS,Kiowa County,257,195,319,11.5,8.7,14.3,,,,,,,,,,,,,,,,,,
20,99,KS,Labette County,"3,294","2,641","3,947",16.9,13.6,20.2,,,,,,,,,,,,,,,,,,
20,101,KS,Lane County,145,111,179,9.3,7.1,11.5,,,,,,,,,,,,,,,,,,
20,103,KS,Leavenworth County,"6,637","5,461","7,813",8.7,7.2,10.2,,,,,,,,,,,,,,,,,,
20,105,KS,Lincoln County,320,245,395,11.2,8.6,13.8,,,,,,,,,,,,,,,,,,
20,107,KS,Linn County,"1,142",881,"1,403",11.8,9.1,14.5,,,,,,,,,,,,,,,,,,
20,109,KS,Logan County,237,180,294,8.9,6.8,11,,,,,,,,,,,,,,,,,,
20,111,KS,Lyon County,"4,223","3,431","5,015",13.8,11.2,16.4,,,,,,,,,,,,,,,,,,
20,113,KS,McPherson County,"2,535","2,018","3,052",8.7,6.9,10.5,,,,,,,,,,,,,,,,,,
20,115,KS,Marion County,"1,166",927,"1,405",10.6,8.4,12.8,,,,,,,,,,,,,,,,,,
20,117,KS,Marshall County,"1,043",833,"1,253",10.6,8.5,12.7,,,,,,,,,,,,,,,,,,
20,119,KS,Meade County,379,291,467,9.7,7.5,11.9,,,,,,,,,,,,,,,,,,
20,121,KS,Miami County,"2,440","1,906","2,974",7.2,5.6,8.8,,,,,,,,,,,,,,,,,,
20,123,KS,Mitchell County,568,435,701,10.3,7.9,12.7,,,,,,,,,,,,,,,,,,
20,125,KS,Montgomery County,"4,784","3,836","5,732",15.9,12.7,19.1,,,,,,,,,,,,,,,,,,
20,127,KS,Morris County,573,450,696,10.8,8.5,13.1,,,,,,,,,,,,,,,,,,
20,129,KS,Morton County,295,226,364,11.3,8.7,13.9,,,,,,,,,,,,,,,,,,
20,131,KS,Nemaha County,840,645,"1,035",8.4,6.4,10.4,,,,,,,,,,,,,,,,,,
20,133,KS,Neosho County,"2,288","1,806","2,770",15,11.9,18.1,,,,,,,,,,,,,,,,,,
20,135,KS,Ness County,252,193,311,9.6,7.3,11.9,,,,,,,,,,,,,,,,,,
20,137,KS,Norton County,584,440,728,12.9,9.7,16.1,,,,,,,,,,,,,,,,,,
20,139,KS,Osage County,"1,576","1,241","1,911",10.1,7.9,12.3,,,,,,,,,,,,,,,,,,
20,141,KS,Osborne County,410,315,505,12.1,9.3,14.9,,,,,,,,,,,,,,,,,,
20,143,KS,Ottawa County,616,488,744,10.7,8.5,12.9,,,,,,,,,,,,,,,,,,
20,145,KS,Pawnee County,782,610,954,14.9,11.6,18.2,,,,,,,,,,,,,,,,,,
20,147,KS,Phillips County,569,456,682,12,9.6,14.4,,,,,,,,,,,,,,,,,,
20,149,KS,Pottawatomie County,"2,049","1,634","2,464",8,6.4,9.6,,,,,,,,,,,,,,,,,,
20,151,KS,Pratt County,"1,027",821,"1,233",11.7,9.4,14,,,,,,,,,,,,,,,,,,
20,153,KS,Rawlins County,288,224,352,11.5,9,14,,,,,,,,,,,,,,,,,,
20,155,KS,Reno County,"7,654","6,124","9,184",13.1,10.5,15.7,,,,,,,,,,,,,,,,,,
20,157,KS,Republic County,509,394,624,11.2,8.7,13.7,,,,,,,,,,,,,,,,,,
20,159,KS,Rice County,"1,125",888,"1,362",12.9,10.2,15.6,,,,,,,,,,,,,,,,,,
20,161,KS,Riley County,"11,134","9,733","12,535",17.6,15.4,19.8,,,,,,,,,,,,,,,,,,
20,163,KS,Rooks County,475,353,597,10,7.4,12.6,,,,,,,,,,,,,,,,,,
20,165,KS,Rush County,379,296,462,13.1,10.2,16,,,,,,,,,,,,,,,,,,
20,167,KS,Russell County,961,769,"1,153",14.5,11.6,17.4,,,,,,,,,,,,,,,,,,
20,169,KS,Saline County,"6,764","5,633","7,895",12.9,10.7,15.1,,,,,,,,,,,,,,,,,,
20,171,KS,Scott County,362,277,447,7.2,5.5,8.9,,,,,,,,,,,,,,,,,,
20,173,KS,Sedgwick County,"68,690","62,641","74,739",13.3,12.1,14.5,,,,,,,,,,,,,,,,,,
20,175,KS,Seward County,"2,899","2,254","3,544",13.7,10.7,16.7,,,,,,,,,,,,,,,,,,
20,177,KS,Shawnee County,"25,426","22,657","28,195",14.6,13,16.2,,,,,,,,,,,,,,,,,,
20,179,KS,Sheridan County,272,212,332,11.1,8.7,13.5,,,,,,,,,,,,,,,,,,
20,181,KS,Sherman County,777,606,948,13.5,10.5,16.5,,,,,,,,,,,,,,,,,,
20,183,KS,Smith County,425,338,512,12.1,9.6,14.6,,,,,,,,,,,,,,,,,,
20,185,KS,Stafford County,489,373,605,12.4,9.5,15.3,,,,,,,,,,,,,,,,,,
20,187,KS,Stanton County,217,165,269,10.9,8.3,13.5,,,,,,,,,,,,,,,,,,
20,189,KS,Stevens County,521,401,641,9.9,7.6,12.2,,,,,,,,,,,,,,,,,,
20,191,KS,Sumner County,"2,694","2,163","3,225",12.2,9.8,14.6,,,,,,,,,,,,,,,,,,
20,193,KS,Thomas County,651,487,815,8.7,6.5,10.9,,,,,,,,,,,,,,,,,,
20,195,KS,Trego County,286,220,352,10.5,8.1,12.9,,,,,,,,,,,,,,,,,,
20,197,KS,Wabaunsee County,530,408,652,7.7,5.9,9.5,,,,,,,,,,,,,,,,,,
20,199,KS,Wallace County,185,141,229,12.4,9.5,15.3,,,,,,,,,,,,,,,,,,
20,201,KS,Washington County,536,416,656,9.9,7.7,12.1,,,,,,,,,,,,,,,,,,
20,203,KS,Wichita County,231,178,284,11.3,8.7,13.9,,,,,,,,,,,,,,,,,,
20,205,KS,Wilson County,"1,429","1,190","1,668",17.1,14.2,20,,,,,,,,,,,,,,,,,,
20,207,KS,Woodson County,432,334,530,14.2,11,17.4,,,,,,,,,,,,,,,,,,
20,209,KS,Wyandotte County,"27,959","23,804","32,114",16.9,14.4,19.4,,,,,,,,,,,,,,,,,,
21,0,KY,Kentucky,"712,023","697,813","726,233",16.3,16,16.6,,,,,,,,,,,,,,,,,,
21,1,KY,Adair County,"4,237","3,397","5,077",24.2,19.4,29,,,,,,,,,,,,,,,,,,
21,3,KY,Allen County,"3,516","2,864","4,168",17.1,13.9,20.3,,,,,,,,,,,,,,,,,,
21,5,KY,Anderson County,"2,144","1,660","2,628",9,7,11,,,,,,,,,,,,,,,,,,
21,7,KY,Ballard County,"1,095",854,"1,336",14.4,11.2,17.6,,,,,,,,,,,,,,,,,,
21,9,KY,Barren County,"8,455","7,150","9,760",19.3,16.3,22.3,,,,,,,,,,,,,,,,,,
21,11,KY,Bath County,"2,600","2,049","3,151",20.6,16.2,25,,,,,,,,,,,,,,,,,,
21,13,KY,Bell County,"7,388","6,076","8,700",32.1,26.4,37.8,,,,,,,,,,,,,,,,,,
21,15,KY,Boone County,"8,664","6,901","10,427",6.4,5.1,7.7,,,,,,,,,,,,,,,,,,
21,17,KY,Bourbon County,"3,008","2,382","3,634",15.1,12,18.2,,,,,,,,,,,,,,,,,,
21,19,KY,Boyd County,"9,672","8,273","11,071",21,18,24,,,,,,,,,,,,,,,,,,
21,21,KY,Boyle County,"4,247","3,376","5,118",15.5,12.3,18.7,,,,,,,,,,,,,,,,,,
21,23,KY,Bracken County,"1,241",994,"1,488",14.8,11.8,17.8,,,,,,,,,,,,,,,,,,
21,25,KY,Breathitt County,"4,117","3,327","4,907",31,25,37,,,,,,,,,,,,,,,,,,
21,27,KY,Breckinridge County,"3,427","2,706","4,148",16.9,13.3,20.5,,,,,,,,,,,,,,,,,,
21,29,KY,Bullitt County,"9,146","7,913","10,379",11.1,9.6,12.6,,,,,,,,,,,,,,,,,,
21,31,KY,Butler County,"2,203","1,807","2,599",18.2,14.9,21.5,,,,,,,,,,,,,,,,,,
21,33,KY,Caldwell County,"2,001","1,564","2,438",16.1,12.6,19.6,,,,,,,,,,,,,,,,,,
21,35,KY,Calloway County,"5,792","4,693","6,891",16.8,13.6,20,,,,,,,,,,,,,,,,,,
21,37,KY,Campbell County,"10,009","8,294","11,724",11.1,9.2,13,,,,,,,,,,,,,,,,,,
21,39,KY,Carlisle County,738,591,885,15.6,12.5,18.7,,,,,,,,,,,,,,,,,,
21,41,KY,Carroll County,"1,890","1,533","2,247",17.9,14.5,21.3,,,,,,,,,,,,,,,,,,
21,43,KY,Carter County,"6,592","5,639","7,545",25.6,21.9,29.3,,,,,,,,,,,,,,,,,,
21,45,KY,Casey County,"3,188","2,426","3,950",20.7,15.8,25.6,,,,,,,,,,,,,,,,,,
21,47,KY,Christian County,"11,046","8,965","13,127",16.7,13.6,19.8,,,,,,,,,,,,,,,,,,
21,49,KY,Clark County,"4,202","3,237","5,167",11.6,8.9,14.3,,,,,,,,,,,,,,,,,,
21,51,KY,Clay County,"6,660","5,348","7,972",35.9,28.8,43,,,,,,,,,,,,,,,,,,
21,53,KY,Clinton County,"2,071","1,591","2,551",22.6,17.4,27.8,,,,,,,,,,,,,,,,,,
21,55,KY,Crittenden County,"1,654","1,317","1,991",18.9,15,22.8,,,,,,,,,,,,,,,,,,
21,57,KY,Cumberland County,"1,308","1,039","1,577",22.5,17.9,27.1,,,,,,,,,,,,,,,,,,
21,59,KY,Daviess County,"13,621","11,459","15,783",13.6,11.4,15.8,,,,,,,,,,,,,,,,,,
21,61,KY,Edmonson County,"2,237","1,812","2,662",18.4,14.9,21.9,,,,,,,,,,,,,,,,,,
21,63,KY,Elliott County,"1,697","1,296","2,098",26.6,20.3,32.9,,,,,,,,,,,,,,,,,,
21,65,KY,Estill County,"3,148","2,466","3,830",22.6,17.7,27.5,,,,,,,,,,,,,,,,,,
21,67,KY,Fayette County,"45,319","40,839","49,799",14.6,13.2,16,,,,,,,,,,,,,,,,,,
21,69,KY,Fleming County,"2,639","2,101","3,177",17.4,13.8,21,,,,,,,,,,,,,,,,,,
21,71,KY,Floyd County,"9,775","8,045","11,505",28,23,33,,,,,,,,,,,,,,,,,,
21,73,KY,Franklin County,"6,670","5,493","7,847",13.3,10.9,15.7,,,,,,,,,,,,,,,,,,
21,75,KY,Fulton County,"1,415","1,057","1,773",23.4,17.5,29.3,,,,,,,,,,,,,,,,,,
21,77,KY,Gallatin County,"1,280","1,027","1,533",14.7,11.8,17.6,,,,,,,,,,,,,,,,,,
21,79,KY,Garrard County,"2,492","1,950","3,034",14.4,11.3,17.5,,,,,,,,,,,,,,,,,,
21,81,KY,Grant County,"3,149","2,430","3,868",12.7,9.8,15.6,,,,,,,,,,,,,,,,,,
21,83,KY,Graves County,"5,859","4,721","6,997",16.2,13,19.4,,,,,,,,,,,,,,,,,,
21,85,KY,Grayson County,"4,672","3,743","5,601",18.2,14.6,21.8,,,,,,,,,,,,,,,,,,
21,87,KY,Green County,"2,179","1,731","2,627",19.5,15.5,23.5,,,,,,,,,,,,,,,,,,
21,89,KY,Greenup County,"5,124","4,160","6,088",14.6,11.9,17.3,,,,,,,,,,,,,,,,,,
21,91,KY,Hancock County,"1,135",891,"1,379",12.6,9.9,15.3,,,,,,,,,,,,,,,,,,
21,93,KY,Hardin County,"12,683","10,532","14,834",11.7,9.7,13.7,,,,,,,,,,,,,,,,,,
21,95,KY,Harlan County,"8,521","7,165","9,877",33.2,27.9,38.5,,,,,,,,,,,,,,,,,,
21,97,KY,Harrison County,"2,644","2,066","3,222",14.1,11,17.2,,,,,,,,,,,,,,,,,,
21,99,KY,Hart County,"3,911","3,137","4,685",20.4,16.4,24.4,,,,,,,,,,,,,,,,,,
21,101,KY,Henderson County,"5,388","4,176","6,600",12.4,9.6,15.2,,,,,,,,,,,,,,,,,,
21,103,KY,Henry County,"2,167","1,720","2,614",14,11.1,16.9,,,,,,,,,,,,,,,,,,
21,105,KY,Hickman County,782,605,959,18.6,14.4,22.8,,,,,,,,,,,,,,,,,,
21,107,KY,Hopkins County,"8,164","6,930","9,398",18.6,15.8,21.4,,,,,,,,,,,,,,,,,,
21,109,KY,Jackson County,"3,237","2,504","3,970",25.2,19.5,30.9,,,,,,,,,,,,,,,,,,
21,111,KY,Jefferson County,"110,325","101,618","119,032",14.5,13.4,15.6,,,,,,,,,,,,,,,,,,
21,113,KY,Jessamine County,"7,179","6,056","8,302",13.8,11.6,16,,,,,,,,,,,,,,,,,,
21,115,KY,Johnson County,"5,326","4,292","6,360",24.2,19.5,28.9,,,,,,,,,,,,,,,,,,
21,117,KY,Kenton County,"21,038","18,368","23,708",12.6,11,14.2,,,,,,,,,,,,,,,,,,
21,119,KY,Knott County,"4,303","3,501","5,105",32,26,38,,,,,,,,,,,,,,,,,,
21,121,KY,Knox County,"10,263","8,861","11,665",35.1,30.3,39.9,,,,,,,,,,,,,,,,,,
21,123,KY,Larue County,"2,275","1,815","2,735",15.5,12.4,18.6,,,,,,,,,,,,,,,,,,
21,125,KY,Laurel County,"12,024","9,869","14,179",19.5,16,23,,,,,,,,,,,,,,,,,,
21,127,KY,Lawrence County,"3,991","3,192","4,790",24.8,19.8,29.8,,,,,,,,,,,,,,,,,,
21,129,KY,Lee County,"2,158","1,701","2,615",33.5,26.4,40.6,,,,,,,,,,,,,,,,,,
21,131,KY,Leslie County,"2,986","2,340","3,632",29.8,23.3,36.3,,,,,,,,,,,,,,,,,,
21,133,KY,Letcher County,"6,112","5,010","7,214",29.1,23.9,34.3,,,,,,,,,,,,,,,,,,
21,135,KY,Lewis County,"2,899","2,239","3,559",22.6,17.5,27.7,,,,,,,,,,,,,,,,,,
21,137,KY,Lincoln County,"4,637","3,733","5,541",19.3,15.5,23.1,,,,,,,,,,,,,,,,,,
21,139,KY,Livingston County,"1,283","1,020","1,546",14.4,11.4,17.4,,,,,,,,,,,,,,,,,,
21,141,KY,Logan County,"4,561","3,703","5,419",16.6,13.5,19.7,,,,,,,,,,,,,,,,,,
21,143,KY,Lyon County,"1,128",858,"1,398",14.8,11.3,18.3,,,,,,,,,,,,,,,,,,
21,145,KY,McCracken County,"11,491","9,627","13,355",17.4,14.6,20.2,,,,,,,,,,,,,,,,,,
21,147,KY,McCreary County,"5,122","4,101","6,143",33.5,26.8,40.2,,,,,,,,,,,,,,,,,,
21,149,KY,McLean County,"1,228",925,"1,531",13.6,10.2,17,,,,,,,,,,,,,,,,,,
21,151,KY,Madison County,"14,628","12,327","16,929",16.6,14,19.2,,,,,,,,,,,,,,,,,,
21,153,KY,Magoffin County,"3,781","3,105","4,457",33.2,27.3,39.1,,,,,,,,,,,,,,,,,,
21,155,KY,Marion County,"3,042","2,365","3,719",15.8,12.3,19.3,,,,,,,,,,,,,,,,,,
21,157,KY,Marshall County,"4,274","3,555","4,993",13.7,11.4,16,,,,,,,,,,,,,,,,,,
21,159,KY,Martin County,"3,953","3,171","4,735",40.5,32.5,48.5,,,,,,,,,,,,,,,,,,
21,161,KY,Mason County,"2,846","2,254","3,438",17.1,13.5,20.7,,,,,,,,,,,,,,,,,,
21,163,KY,Meade County,"4,421","3,762","5,080",14.8,12.6,17,,,,,,,,,,,,,,,,,,
